"상품명","키워드","상품원본URL","쿠팡링크","상품이미지URL","상품ID","아이템ID","카테고리","가격","할인율","로켓정보","평점","리뷰수","점수","click_priority","가격대","상품군","계절태그","대상독자","사용장소","문제상황","불편포인트","장점1","장점2","장점3","주의점","검색의도","글관점","제목시드","썸네일프롬프트","CTA문구","광고고지문","수집경로","수집키워드","수집순위","수집일시","used","used_at","post_title"
"키친아트 솔리드 전기주전자, KAEK-B1500FT",키친아트 솔리드 전기주전자,https://www.coupang.com/vp/products/54610901?itemId=190569020,https://www.coupang.com/vp/products/54610901?itemId=190569020,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/879141756526888-61bbb606-8352-4a23-b2b0-2e4980984f62.jpg,54610901,190569020,식품,"9,900원",61,"로켓배송, 내일도착",4.5,18942,395.0,high,1만원 미만,식품,사계절,"자취생, 사무실 사용자, 간단한 조리 자주 하는 사람","주방, 탕비실, 원룸",자취방이나 사무실에서 물을 자주 끊여야 하는데 번거로울 때,끊는 속도와 세척 편의성이 애매하면 금방 손이 안 감,"라면, 커피, 차처럼 즉시 필요한 상황에 잘 맞음",공간을 많이 차지하지 않는 제품이 많음,가격 대비 만족도가 비교적 잘 나오는 카테고리,용량이 작으면 여러 명이 쓸 때 불편할 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 사무실 사용자, 간단한 조리 자주 하는 사람 기준으로 키친아트 솔리드 전기주전자 고를 때 보기 쉬운 구매 전 체크","키친아트 솔리드 전기주전자를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 탕비실, 원룸 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,180,2026-05-13 15:05:41,,,
"질레트 스킨텍 쉐이빙 폼, 245g, 2개",질레트 스킨텍 쉐이빙,https://www.coupang.com/vp/products/306278812?itemId=17910185252,https://www.coupang.com/vp/products/306278812?itemId=17910185252,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/563795723788061-1ce36ac8-bbe5-42b0-bfef-f7fcc7c2cc41.jpg,306278812,17910185252,식품,"9,400원",47,"로켓배송, 내일도착",5.0,18918,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,질레트 스킨텍 쉐이빙이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 질레트 스킨텍 쉐이빙 고를 때 보기 쉬운 구매 전 체크,"질레트 스킨텍 쉐이빙를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,125,2026-05-13 15:05:25,,,
"오뚜기 옛날 사골곰탕 국물, 500g, 6개",오뚜기 옛날 사골곰탕,https://www.coupang.com/vp/products/7470370087?itemId=19491671312,https://www.coupang.com/vp/products/7470370087?itemId=19491671312,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/944524890257033-e433762a-92a1-45bc-a4e1-db27a63eadbf.jpg,7470370087,19491671312,식품,"7,120원",33,,5.0,18865,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,오뚜기 옛날 사골곰탕이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 오뚜기 옛날 사골곰탕 고를 때 보기 쉬운 구매 전 체크,"오뚜기 옛날 사골곰탕를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,130,2026-05-13 15:05:26,,,
"홈스타 맥스 세면대 배수관 클리너, 230ml, 2개",홈스타 맥스 세면대,https://www.coupang.com/vp/products/6869411445?itemId=550019781,https://www.coupang.com/vp/products/6869411445?itemId=550019781,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2535538051619027-3412d582-4e9e-4a71-af78-a93f40889a39.jpg,6869411445,550019781,식품,"9,790원",50,"로켓배송, 내일도착",5.0,18707,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,홈스타 맥스 세면대이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 홈스타 맥스 세면대 고를 때 보기 쉬운 구매 전 체크,"홈스타 맥스 세면대를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,139,2026-05-13 15:05:27,,,
"뷰센 28 치아미백제 치약, 80g, 1개",뷰센 28 치아미백제,https://www.coupang.com/vp/products/339848192?itemId=1082271086,https://www.coupang.com/vp/products/339848192?itemId=1082271086,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/272776546096053-fc419bca-d55c-437d-b34c-8ab897272f04.jpg,339848192,1082271086,식품,"6,250원",0,"로켓배송, 내일도착",4.5,18060,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,뷰센 28 치아미백제이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 뷰센 28 치아미백제 고를 때 보기 쉬운 구매 전 체크,"뷰센 28 치아미백제를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,170,2026-05-13 15:05:40,,,
"이지드롭 일회용 변기크리너 뉴 레몬향, 2개",이지드롭 일회용 변기크리너,https://www.coupang.com/vp/products/220911908?itemId=177019499,https://www.coupang.com/vp/products/220911908?itemId=177019499,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1075481482850377-cfe2a98b-e07f-40bf-8397-4bb8fb6748ed.jpg,220911908,177019499,식품,"8,900원",0,"로켓배송, 내일도착",5.0,17759,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,이지드롭 일회용 변기크리너이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 이지드롭 일회용 변기크리너 고를 때 보기 쉬운 구매 전 체크,"이지드롭 일회용 변기크리너를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,64,2026-05-13 15:05:09,,,
"코멧 싱크대 배수구 거름망, 500개",코멧 싱크대 배수구,https://www.coupang.com/vp/products/6403395461?itemId=13700241463,https://www.coupang.com/vp/products/6403395461?itemId=13700241463,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1223882212871821-cee35b45-745f-4aad-887a-b9f22c3d3676.jpg,6403395461,13700241463,식품,"7,890원",49,"로켓배송, 내일도착",4.5,17083,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,코멧 싱크대 배수구이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 싱크대 배수구 고를 때 보기 쉬운 구매 전 체크,"코멧 싱크대 배수구를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,137,2026-05-13 15:05:27,,,
"멘넨 스킨브레이서 애프터쉐이브 레귤러, 165ml, 2개",멘넨 스킨브레이서 애프터쉐이브,https://www.coupang.com/vp/products/8156195647?itemId=23705040754,https://www.coupang.com/vp/products/8156195647?itemId=23705040754,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/224d/f3a93b8ef09e1c62339478ccdba1b8d7baca55d3a3feee9b462672886e76.jpg,8156195647,23705040754,식품,"7,400원",0,"로켓배송, 내일도착",4.5,16627,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,멘넨 스킨브레이서 애프터쉐이브이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 멘넨 스킨브레이서 애프터쉐이브 고를 때 보기 쉬운 구매 전 체크,"멘넨 스킨브레이서 애프터쉐이브를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,136,2026-05-13 15:05:26,,,
"신지모루 C to C PD 고속충전 케이블 60W, 2m, 블랙, 2개",신지모루 to PD,https://www.coupang.com/vp/products/8509349020?itemId=13761827932,https://www.coupang.com/vp/products/8509349020?itemId=13761827932,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/125088100331489-9c389a4c-9d3a-47ea-b93c-b71fd55253a5.jpg,8509349020,13761827932,식품,"6,900원",65,"로켓배송, 내일도착",5.0,16094,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,신지모루 to PD이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 신지모루 to PD 고를 때 보기 쉬운 구매 전 체크,"신지모루 to PD를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,42,2026-05-13 15:04:56,,,
"에이치디탑 USB 1포트 충전기 HT-5V01, 1개",에이치디탑 USB 1포트,https://www.coupang.com/vp/products/6279867416?itemId=12889406958,https://www.coupang.com/vp/products/6279867416?itemId=12889406958,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/179603274139682-4c48aeaf-0dd8-4b85-9263-2ae65400c938.jpg,6279867416,12889406958,식품,"3,020원",0,"로켓배송, 내일도착",5.0,15338,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,에이치디탑 USB 1포트이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 에이치디탑 USB 1포트 고를 때 보기 쉬운 구매 전 체크,"에이치디탑 USB 1포트를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,45,2026-05-13 15:04:56,,,
"코멧 홈 미끄럼방지 회전형 옷걸이, 그레이, 20개",코멧 미끄럼방지 회전형,https://www.coupang.com/vp/products/7812235201?itemId=21775526940,https://www.coupang.com/vp/products/7812235201?itemId=21775526940,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/26221524720922-8803ca7f-7b54-4120-b9d4-5fe0a48f5751.png,7812235201,21775526940,식품,"8,710원",56,"로켓배송, 내일도착",5.0,15281,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,코멧 미끄럼방지 회전형이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 미끄럼방지 회전형 고를 때 보기 쉬운 구매 전 체크,"코멧 미끄럼방지 회전형를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,141,2026-05-13 15:05:27,,,
"캐츠랑 전연령 고양이 비타플러스 건식사료, 닭+참치, 2kg, 1개",캐츠랑 전연령 고양이,https://www.coupang.com/vp/products/9239525189?itemId=27319445737,https://www.coupang.com/vp/products/9239525189?itemId=27319445737,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/165195564307482-0a177d06-3f15-45b1-8664-9181a0dc17c8.jpg,9239525189,27319445737,식품,"9,090원",49,"로켓배송, 내일도착",5.0,15155,405.0,high,1만원 미만,반찬/식재료,사계절,"집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리",집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때,보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음,"반찬용, 조리용, 비상식품용으로 쓰임이 분명함",용량과 포장 단위를 비교하기 좋음,냉장/냉동/상온 보관 여부가 판단 기준이 됨,"보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 캐츠랑 전연령 고양이 고를 때 보기 쉬운 구매 전 체크","캐츠랑 전연령 고양이를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,161,2026-05-13 15:05:39,,,
"트레비 탄산수 플레인, 190ml, 60개",트레비 탄산수 플레인,https://www.coupang.com/vp/products/198053?itemId=22497807062,https://www.coupang.com/vp/products/198053?itemId=22497807062,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/1b31/80102aca4e620ead8e234bc5b73e0ded43dc468c0aa0dcbbbbb44a88b7b6.jpg,198053,22497807062,식품,"18,800원",0,"로켓배송, 내일도착",5.0,14784,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 트레비 탄산수 플레인 고를 때 보기 쉬운 구매 전 체크","트레비 탄산수 플레인를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,129,2026-05-13 15:05:26,,,
"좋은느낌 유기농 순면커버 프리미엄 팬티라이너, 롱, 75개입, 2개",좋은느낌 유기농 순면커버,https://www.coupang.com/vp/products/9487143732?itemId=19607097731,https://www.coupang.com/vp/products/9487143732?itemId=19607097731,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/03/06/13/7/9471270a-a830-44ea-bfad-a8dae06a26c2.jpg,9487143732,19607097731,식품,"14,900원",44,"로켓배송, 내일도착",5.0,14447,415.0,high,1만-3만원대,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,좋은느낌 유기농 순면커버이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 좋은느낌 유기농 순면커버 고를 때 보기 쉬운 구매 전 체크,"좋은느낌 유기농 순면커버를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,165,2026-05-13 15:05:40,,,
"홈플래닛 무소음 원형 벽시계 300 (건전지 포함), 화이트블랙",홈플래닛 무소음 원형,https://www.coupang.com/vp/products/7414945933?itemId=19221027811,https://www.coupang.com/vp/products/7414945933?itemId=19221027811,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/ed5b/eb3e9b2901eddcdd2b2e3f79f5e7f27624ed94aac10154f334e69e839d05.jpg,7414945933,19221027811,식품,"5,790원",0,"로켓배송, 내일도착",4.5,14178,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,홈플래닛 무소음 원형이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 홈플래닛 무소음 원형 고를 때 보기 쉬운 구매 전 체크,"홈플래닛 무소음 원형를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,196,2026-05-13 15:05:43,,,
"모나미 중간글씨용 네임펜 Fine, 흑색, 12개",모나미 중간글씨용 네임펜,https://www.coupang.com/vp/products/58056703?itemId=201443452,https://www.coupang.com/vp/products/58056703?itemId=201443452,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/412653593420164-67bf3b3c-f079-49b4-850d-370dddfa46f1.jpg,58056703,201443452,식품,"6,730원",43,"로켓배송, 내일도착",5.0,13954,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,모나미 중간글씨용 네임펜이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 모나미 중간글씨용 네임펜 고를 때 보기 쉬운 구매 전 체크,"모나미 중간글씨용 네임펜를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,51,2026-05-13 15:05:07,,,
"도브 젠틀 스크럽 바디워시, 1kg, 1개",도브 젠틀 스크럽,https://www.coupang.com/vp/products/18219350?itemId=73405434,https://www.coupang.com/vp/products/18219350?itemId=73405434,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8147895479995-373d87c8-e076-4c79-ab91-716829d35a97.jpg,18219350,73405434,식품,"6,810원",54,"로켓배송, 내일도착",5.0,13450,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,도브 젠틀 스크럽이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 도브 젠틀 스크럽 고를 때 보기 쉬운 구매 전 체크,"도브 젠틀 스크럽를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,114,2026-05-13 15:05:24,,,
